County  Code,County  Name,Constituency Code,Constituency Name,Ward Code,Ward Name,Candidate Surname,Candidate Other Names,Party Code,Political  Party Name,Abbreviation,Abbreviation Enhanced,Party Code Enhanced
33,Narok,179,Narok North,894,Nkareta,Kiook,James  Kaitet  Ole,15,United Democratic Alliance,UDA,UDA,15
33,Narok,179,Narok North,894,Nkareta,Kuyioni,Nkaluena Ole,21,Orange Democratic Movement,ODM,ODM,21
33,Narok,179,Narok North,894,Nkareta,Liaram,Francis,67,Maendeleo Chap Chap Party,MCCP,MCCP,67
33,Narok,179,Narok North,894,Nkareta,Mpatiany,Wilson Larasuna,27,Jubilee Party,JP,JP,27
33,Narok,179,Narok North,894,Nkareta,Ngiyo,George,61,Ubuntu Peoples Forum,UPF,UPF,61
33,Narok,179,Narok North,894,Nkareta,Otoni,Richard Keswe,33,Kenya African National Union,KANU,KANU,33
33,Narok,179,Narok North,894,Nkareta,Partoip,David  Saitoti,59,Roots Party Of Kenya,RPK,RPK,59
33,Narok,179,Narok North,895,Olorropil,Kuluo,Raphael Kolesh,Ind,Independent,IND,IND_CAW895_01,IND_CAW895_01
33,Narok,179,Narok North,895,Olorropil,Murguyia,Wilson Mateya,61,Ubuntu Peoples Forum,UPF,UPF,61
33,Narok,179,Narok North,895,Olorropil,Ntimama,Evanson Mwangi,80,Usawa Kwa Wote Party,USAWA,USAWA,80
33,Narok,179,Narok North,895,Olorropil,Salaon,Danson Kupere,27,Jubilee Party,JP,JP,27
33,Narok,179,Narok North,895,Olorropil,Taga,Robert Saruni,21,Orange Democratic Movement,ODM,ODM,21
33,Narok,179,Narok North,895,Olorropil,Tamooh,Emmanuel Sanaet,15,United Democratic Alliance,UDA,UDA,15
33,Narok,179,Narok North,896,Melili,Dapash,Isaac  Salau,27,Jubilee Party,JP,JP,27
33,Narok,179,Narok North,896,Melili,Ikayo,Thomas Senchura,68,Democratic Congress,DC,DC,68
33,Narok,179,Narok North,896,Melili,Kenana,Rahab  Naisotuae,54,Chama Cha Mashinani,CCM,CCM,54
33,Narok,179,Narok North,896,Melili,Kirtela,William Tepeyion,67,Maendeleo Chap Chap Party,MCCP,MCCP,67
33,Narok,179,Narok North,896,Melili,Lemurt,Kosiom Ole,61,Ubuntu Peoples Forum,UPF,UPF,61
33,Narok,179,Narok North,896,Melili,Maranga,Sophy  Naisiae,15,United Democratic Alliance,UDA,UDA,15
33,Narok,180,Narok East,897,Mosiro,Esho,Tenkes Ole Molonko,21,Orange Democratic Movement,ODM,ODM,21
33,Narok,180,Narok East,897,Mosiro,Nchoe,Salankat Memusi Ole,61,Ubuntu Peoples Forum,UPF,UPF,61
33,Narok,180,Narok East,897,Mosiro,Olorgeso,Maika  Eliud,15,United Democratic Alliance,UDA,UDA,15
33,Narok,180,Narok East,897,Mosiro,Tuukuo,Julius  Meitamei,87,Chama Cha Kazi,KAZI,KAZI,87
33,Narok,180,Narok East,898,Ildamat,Alex,Karia  Kitapit,21,Orange Democratic Movement,ODM,ODM,21
33,Narok,180,Narok East,898,Ildamat,Kutingala,Elijah   Maison,27,Jubilee Party,JP,JP,27
33,Narok,180,Narok East,898,Ildamat,Samante,Rapanke Ole,15,United Democratic Alliance,UDA,UDA,15
33,Narok,180,Narok East,899,Keekonyokie,Kimiti,Erastus Lemiso,27,Jubilee Party,JP,JP,27
33,Narok,180,Narok East,899,Keekonyokie,Kimorgo,John  Sitonik,87,Chama Cha Kazi,KAZI,KAZI,87
33,Narok,180,Narok East,899,Keekonyokie,Pacha,Amos  Ntaika,62,Amani National Congress,ANC,ANC,62
33,Narok,180,Narok East,899,Keekonyokie,Soiyiantet,Antony  Sironka,15,United Democratic Alliance,UDA,UDA,15
33,Narok,180,Narok East,899,Keekonyokie,Surum,Samson Tiapapusha,21,Orange Democratic Movement,ODM,ODM,21
33,Narok,180,Narok East,899,Keekonyokie,Tanyasis,Charles Olonana,Ind,Independent,IND,IND_CAW899_01,IND_CAW899_01
33,Narok,180,Narok East,900,Suswa,Kisotu,Salaash Nickson,27,Jubilee Party,JP,JP,27
33,Narok,180,Narok East,900,Suswa,Kiwara,Punyua,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
33,Narok,180,Narok East,900,Suswa,Memusi,Anthony Kishau,21,Orange Democratic Movement,ODM,ODM,21
33,Narok,180,Narok East,900,Suswa,Nasieku,Joel  Nkirrimpa,15,United Democratic Alliance,UDA,UDA,15
33,Narok,181,Narok South,901,Majimoto/Naroosura,Daniel,Kilerai Pariken,21,Orange Democratic Movement,ODM,ODM,21
33,Narok,181,Narok South,901,Majimoto/Naroosura,Kayioni,John  Riamit,27,Jubilee Party,JP,JP,27
33,Narok,181,Narok South,901,Majimoto/Naroosura,Lesianton,Daniel  Kipilosh Nkoitoi,Ind,Independent,IND,IND_CAW901_01,IND_CAW901_01
33,Narok,181,Narok South,901,Majimoto/Naroosura,Sadera,Lenkoko,54,Chama Cha Mashinani,CCM,CCM,54
33,Narok,181,Narok South,901,Majimoto/Naroosura,Silantoi,Joseph  Lentakau,15,United Democratic Alliance,UDA,UDA,15
33,Narok,181,Narok South,902,Ololulung'a,Bii,Philiph Kipngetich,2,The National Vision Party,NVP,NVP,2
33,Narok,181,Narok South,902,Ololulung'a,Cheruiyot,Daniel  Kipkoech,54,Chama Cha Mashinani,CCM,CCM,54
33,Narok,181,Narok South,902,Ololulung'a,Ismael,Kibet  Rono,80,Usawa Kwa Wote Party,USAWA,USAWA,80
33,Narok,181,Narok South,902,Ololulung'a,Kipkoech,Yegon  Alex,8,Devolution Empowerment Party,DEP,DEP,8
33,Narok,181,Narok South,902,Ololulung'a,Kirui,Jacob,Ind,Independent,IND,IND_CAW902_01,IND_CAW902_01
33,Narok,181,Narok South,902,Ololulung'a,Koech,Stanley Kipngetich,Ind,Independent,IND,IND_CAW902_02,IND_CAW902_02
33,Narok,181,Narok South,902,Ololulung'a,Lemein,Dominic Sonkoi,15,United Democratic Alliance,UDA,UDA,15
33,Narok,181,Narok South,902,Ololulung'a,Maren,Born    Bob,Ind,Independent,IND,IND_CAW902_03,IND_CAW902_03
33,Narok,181,Narok South,902,Ololulung'a,Mwangi,Sammy Ngige,Ind,Independent,IND,IND_CAW902_04,IND_CAW902_04
33,Narok,181,Narok South,902,Ololulung'a,Nchoko,Fredrick Tompoi,Ind,Independent,IND,IND_CAW902_05,IND_CAW902_05
33,Narok,181,Narok South,902,Ololulung'a,Pere,Fred  Tubula,21,Orange Democratic Movement,ODM,ODM,21
33,Narok,181,Narok South,902,Ololulung'a,Rono,Gilbert Kipngetich,34,Safina,SAFINA,SAFINA,34
33,Narok,181,Narok South,903,Melelo,Aruasa,Philemon Kipngetich,Ind,Independent,IND,IND_CAW903_01,IND_CAW903_01
33,Narok,181,Narok South,903,Melelo,Bargirei,Evans  Kipkemoi,Ind,Independent,IND,IND_CAW903_02,IND_CAW903_02
33,Narok,181,Narok South,903,Melelo,Bett,Denis  Kipkorir,54,Chama Cha Mashinani,CCM,CCM,54
33,Narok,181,Narok South,903,Melelo,Bett,Michael Kipngeno,Ind,Independent,IND,IND_CAW903_03,IND_CAW903_03
33,Narok,181,Narok South,903,Melelo,Bett,Priscilla Chepchirchir,Ind,Independent,IND,IND_CAW903_04,IND_CAW903_04
33,Narok,181,Narok South,903,Melelo,Cheruiyot,Kipkoech,Ind,Independent,IND,IND_CAW903_05,IND_CAW903_05
33,Narok,181,Narok South,903,Melelo,Emmanuel,Mutai  Kipkemboi,62,Amani National Congress,ANC,ANC,62
33,Narok,181,Narok South,903,Melelo,Kisua,Richard Letuya,Ind,Independent,IND,IND_CAW903_06,IND_CAW903_06
33,Narok,181,Narok South,903,Melelo,Koini,Samuel Kiptuya Ole,21,Orange Democratic Movement,ODM,ODM,21
33,Narok,181,Narok South,903,Melelo,Lekuta,David  Ole Sulunye,15,United Democratic Alliance,UDA,UDA,15
33,Narok,181,Narok South,903,Melelo,Lewis,Mahither,34,Safina,SAFINA,SAFINA,34
33,Narok,181,Narok South,903,Melelo,Sigei,Fredrick Kiplangat,67,Maendeleo Chap Chap Party,MCCP,MCCP,67
33,Narok,181,Narok South,904,Loita,Leuka,Amos  Karino,21,Orange Democratic Movement,ODM,ODM,21
33,Narok,181,Narok South,904,Loita,Namunkuk,Senchura Anthony,62,Amani National Congress,ANC,ANC,62
33,Narok,181,Narok South,904,Loita,Nkiton,Lesinana Charles,15,United Democratic Alliance,UDA,UDA,15
33,Narok,181,Narok South,904,Loita,Olonuku,Manchau Shuma,54,Chama Cha Mashinani,CCM,CCM,54
33,Narok,181,Narok South,905,Sogoo,Cheruiyot,Moses  Kimutai,Ind,Independent,IND,IND_CAW905_01,IND_CAW905_01
33,Narok,181,Narok South,905,Sogoo,Kirasa,Justus  Kipkirui,54,Chama Cha Mashinani,CCM,CCM,54
33,Narok,181,Narok South,905,Sogoo,Koech,Benard Kiplangat,62,Amani National Congress,ANC,ANC,62
33,Narok,181,Narok South,905,Sogoo,Sitienei,Hillary Kipngeno,15,United Democratic Alliance,UDA,UDA,15
33,Narok,181,Narok South,906,Sagamian,Cheruiyot,Geoffrey Kipsigei,Ind,Independent,IND,IND_CAW906_01,IND_CAW906_01
33,Narok,181,Narok South,906,Sagamian,Dominic,Sigei Kipkoech,54,Chama Cha Mashinani,CCM,CCM,54
33,Narok,181,Narok South,906,Sagamian,Koech,Stephen Kiprotich,15,United Democratic Alliance,UDA,UDA,15
33,Narok,181,Narok South,906,Sagamian,Ruttoh,Julius  Kiprono,62,Amani National Congress,ANC,ANC,62
33,Narok,182,Narok West,907,Ilmotiok,Bore,Duncan,15,United Democratic Alliance,UDA,UDA,15
33,Narok,182,Narok West,907,Ilmotiok,Cheruiyot,Keneth,54,Chama Cha Mashinani,CCM,CCM,54
33,Narok,182,Narok West,907,Ilmotiok,Jang,Samwel Kipngetich,Ind,Independent,IND,IND_CAW907_01,IND_CAW907_01
33,Narok,182,Narok West,907,Ilmotiok,Kimetto,Janeffer Chebii,13,Democratic Party Of Kenya,DP,DP,13
33,Narok,182,Narok West,907,Ilmotiok,Langat,Richard Kiprono,Ind,Independent,IND,IND_CAW907_02,IND_CAW907_02
33,Narok,182,Narok West,907,Ilmotiok,Naimodu,Daniel  Lemiso,82,The Service Party,TSP,TSP,82
33,Narok,182,Narok West,907,Ilmotiok,Sang,Edwin  Kiprono,Ind,Independent,IND,IND_CAW907_03,IND_CAW907_03
33,Narok,182,Narok West,907,Ilmotiok,Seur,Daniel  Kiano,34,Safina,SAFINA,SAFINA,34
33,Narok,182,Narok West,908,Mara,Kipngeno,Chepkwony,Ind,Independent,IND,IND_CAW908_01,IND_CAW908_01
33,Narok,182,Narok West,908,Mara,Kirinyet,Simoh  Kiplangat,80,Usawa Kwa Wote Party,USAWA,USAWA,80
33,Narok,182,Narok West,908,Mara,Kirokor,Jackson Ole,82,The Service Party,TSP,TSP,82
33,Narok,182,Narok West,908,Mara,Kisemei,Julius  Sirkoret,54,Chama Cha Mashinani,CCM,CCM,54
33,Narok,182,Narok West,908,Mara,Koriata,Saningo Ole,Ind,Independent,IND,IND_CAW908_02,IND_CAW908_02
33,Narok,182,Narok West,908,Mara,Langat,Jacob  Cheruyot,Ind,Independent,IND,IND_CAW908_03,IND_CAW908_03
33,Narok,182,Narok West,908,Mara,Lengeseni,Eric  Tipis,62,Amani National Congress,ANC,ANC,62
33,Narok,182,Narok West,908,Mara,Otuni,Joseph  Tubula,15,United Democratic Alliance,UDA,UDA,15
33,Narok,182,Narok West,908,Mara,Philemon,Kiprotich Yegon,Ind,Independent,IND,IND_CAW908_04,IND_CAW908_04
33,Narok,182,Narok West,908,Mara,Rotiken,William,27,Jubilee Party,JP,JP,27
33,Narok,182,Narok West,908,Mara,Wuantai,Lenkume Antony,21,Orange Democratic Movement,ODM,ODM,21
33,Narok,182,Narok West,909,Siana,Rakwa,Dominic,62,Amani National Congress,ANC,ANC,62
33,Narok,182,Narok West,909,Siana,Sayiaton,Kilesi  Ole,54,Chama Cha Mashinani,CCM,CCM,54
33,Narok,182,Narok West,909,Siana,Sikona,Moses  Ole,15,United Democratic Alliance,UDA,UDA,15
33,Narok,182,Narok West,910,Naikarra,Mako,Timothy Ole,15,United Democratic Alliance,UDA,UDA,15
33,Narok,182,Narok West,910,Naikarra,Nchoe,Edward Ateti,27,Jubilee Party,JP,JP,27
33,Narok,182,Narok West,910,Naikarra,Ntirkana,Jackson  Ole,21,Orange Democratic Movement,ODM,ODM,21
34,Kajiado,183,Kajiado North,911,Olkeri,Kaigua,George Munene,Ind,Independent,IND,IND_CAW911_01,IND_CAW911_01
34,Kajiado,183,Kajiado North,911,Olkeri,Kapoya,Mol Richard,Ind,Independent,IND,IND_CAW911_02,IND_CAW911_02
34,Kajiado,183,Kajiado North,911,Olkeri,Kariuki,Gibson  Ndungu,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
34,Kajiado,183,Kajiado North,911,Olkeri,Kariuki,Peter  Kamau,27,Jubilee Party,JP,JP,27
34,Kajiado,183,Kajiado North,911,Olkeri,Kephason,Nyakora Ogechi,21,Orange Democratic Movement,ODM,ODM,21
34,Kajiado,183,Kajiado North,911,Olkeri,Kinuthia,Stephen Ngatho,15,United Democratic Alliance,UDA,UDA,15
34,Kajiado,183,Kajiado North,911,Olkeri,Kinyanjui,James  Chege,13,Democratic Party Of Kenya,DP,DP,13
34,Kajiado,183,Kajiado North,911,Olkeri,Kinyanjui,Rachael Wanja,83,National Ordinary Peoples Empowerment Union,NOPEU,NOPEU,83
34,Kajiado,183,Kajiado North,911,Olkeri,Kuriah,Gideon Kaburi,80,Usawa Kwa Wote Party,USAWA,USAWA,80
34,Kajiado,183,Kajiado North,911,Olkeri,Mukuria,Linet  Wanjiku,22,Peoples Party Of Kenya,PPK,PPK,22
34,Kajiado,183,Kajiado North,911,Olkeri,Ndungu,David  Mungai,Ind,Independent,IND,IND_CAW911_03,IND_CAW911_03
34,Kajiado,183,Kajiado North,911,Olkeri,Nyagwencha,Frank  Matoke,81,United Progressive Alliance,UPA,UPA,81
34,Kajiado,183,Kajiado North,911,Olkeri,Nyanjugu,Simon  Ndimu,34,Safina,SAFINA,SAFINA,34
34,Kajiado,183,Kajiado North,911,Olkeri,Ombwori,Denis  Okoth,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
34,Kajiado,183,Kajiado North,911,Olkeri,Seya,Bernard Naomo Ole,25,Progressive Party Of Kenya,PPOK,PPOK,25
34,Kajiado,183,Kajiado North,912,Ongata Rongai,Kamaliki,Moses Jemnyango,21,Orange Democratic Movement,ODM,ODM,21
34,Kajiado,183,Kajiado North,912,Ongata Rongai,Kariuki,David  Ng'Ang'A,22,Peoples Party Of Kenya,PPK,PPK,22
34,Kajiado,183,Kajiado North,912,Ongata Rongai,Kathaku,Mohamed Ali,34,Safina,SAFINA,SAFINA,34
34,Kajiado,183,Kajiado North,912,Ongata Rongai,Kimani,Peter  Kingori,82,The Service Party,TSP,TSP,82
34,Kajiado,183,Kajiado North,912,Ongata Rongai,Koira,Gishairisha Cosmas,Ind,Independent,IND,IND_CAW912_01,IND_CAW912_01
34,Kajiado,183,Kajiado North,912,Ongata Rongai,Masila,Titus  Matheka,15,United Democratic Alliance,UDA,UDA,15
34,Kajiado,183,Kajiado North,912,Ongata Rongai,Momanyi,Robert Ochanda,Ind,Independent,IND,IND_CAW912_02,IND_CAW912_02
34,Kajiado,183,Kajiado North,912,Ongata Rongai,Muraya,John  Sironik,44,Party Of Democratic Unity,PDU,PDU,44
34,Kajiado,183,Kajiado North,912,Ongata Rongai,Musa,Mahamud Ahmed,27,Jubilee Party,JP,JP,27
34,Kajiado,183,Kajiado North,912,Ongata Rongai,Mutwii,Boniface Mutinda,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
34,Kajiado,183,Kajiado North,912,Ongata Rongai,Mwangi,Emma  Wambui,Ind,Independent,IND,IND_CAW912_03,IND_CAW912_03
34,Kajiado,183,Kajiado North,912,Ongata Rongai,Ndungu,Elizabeth Nyambura,80,Usawa Kwa Wote Party,USAWA,USAWA,80
34,Kajiado,183,Kajiado North,912,Ongata Rongai,Ngugi,Daniel  Mureithi,88,Tujibebe Wakenya Party,JIBEBE,JIBEBE,88
34,Kajiado,183,Kajiado North,912,Ongata Rongai,Ngure,John,Ind,Independent,IND,IND_CAW912_04,IND_CAW912_04
34,Kajiado,183,Kajiado North,912,Ongata Rongai,Ogachi,Daniel  Oigo,Ind,Independent,IND,IND_CAW912_05,IND_CAW912_05
34,Kajiado,183,Kajiado North,912,Ongata Rongai,Onami,Joel  Turuka,40,The New Democrats,TND,TND,40
34,Kajiado,183,Kajiado North,912,Ongata Rongai,Osero,Stephen Ogalo,Ind,Independent,IND,IND_CAW912_06,IND_CAW912_06
34,Kajiado,183,Kajiado North,913,Nkaimurunya,Gachie,James  Mungai,44,Party Of Democratic Unity,PDU,PDU,44
34,Kajiado,183,Kajiado North,913,Nkaimurunya,Githinji,John  Wanyoike,Ind,Independent,IND,IND_CAW913_01,IND_CAW913_01
34,Kajiado,183,Kajiado North,913,Nkaimurunya,Gitu,Esther Wanjiku,67,Maendeleo Chap Chap Party,MCCP,MCCP,67
34,Kajiado,183,Kajiado North,913,Nkaimurunya,Kingoo,Onesmas Mutiso,38,Peoples Empowerment Party,PEP,PEP,38
34,Kajiado,183,Kajiado North,913,Nkaimurunya,Leah,Simon  Mwangi,22,Peoples Party Of Kenya,PPK,PPK,22
34,Kajiado,183,Kajiado North,913,Nkaimurunya,Maera,Diaz Onderi,13,Democratic Party Of Kenya,DP,DP,13
34,Kajiado,183,Kajiado North,913,Nkaimurunya,Maranga,Simeon,27,Jubilee Party,JP,JP,27
34,Kajiado,183,Kajiado North,913,Nkaimurunya,Mbera,Wilson Mogere,Ind,Independent,IND,IND_CAW913_02,IND_CAW913_02
34,Kajiado,183,Kajiado North,913,Nkaimurunya,Mbugua,Margaret Wangeci,87,Chama Cha Kazi,KAZI,KAZI,87
34,Kajiado,183,Kajiado North,913,Nkaimurunya,Mutiga,John  Maina,15,United Democratic Alliance,UDA,UDA,15
34,Kajiado,183,Kajiado North,913,Nkaimurunya,Mutua,Thomas Mwendwa,77,Justice And Freedom Party,JFP,JFP,77
34,Kajiado,183,Kajiado North,913,Nkaimurunya,Ndirangu,James Waichanguru,21,Orange Democratic Movement,ODM,ODM,21
34,Kajiado,183,Kajiado North,913,Nkaimurunya,Njenga,John  Thairu,Ind,Independent,IND,IND_CAW913_03,IND_CAW913_03
34,Kajiado,183,Kajiado North,913,Nkaimurunya,Njoroge,Peter,Ind,Independent,IND,IND_CAW913_04,IND_CAW913_04
34,Kajiado,183,Kajiado North,913,Nkaimurunya,Otieno,Basil  Omondi,Ind,Independent,IND,IND_CAW913_05,IND_CAW913_05
34,Kajiado,183,Kajiado North,914,Oloolua,Chege,Joseph  Ndungu,Ind,Independent,IND,IND_CAW914_01,IND_CAW914_01
34,Kajiado,183,Kajiado North,914,Oloolua,Gor,Eli Ochieng,21,Orange Democratic Movement,ODM,ODM,21
34,Kajiado,183,Kajiado North,914,Oloolua,Katampoi,Sophia  Nasieku,33,Kenya African National Union,KANU,KANU,33
34,Kajiado,183,Kajiado North,914,Oloolua,Memusi,Isaac  Moiyae,27,Jubilee Party,JP,JP,27
34,Kajiado,183,Kajiado North,914,Oloolua,Mpiriai,Mathew Senteu,80,Usawa Kwa Wote Party,USAWA,USAWA,80
34,Kajiado,183,Kajiado North,914,Oloolua,Murunga,Francis Lakolo,44,Party Of Democratic Unity,PDU,PDU,44
34,Kajiado,183,Kajiado North,914,Oloolua,Mwangi,Julius  Maina,22,Peoples Party Of Kenya,PPK,PPK,22
34,Kajiado,183,Kajiado North,914,Oloolua,Ngatah,George Kiriiri,Ind,Independent,IND,IND_CAW914_02,IND_CAW914_02
34,Kajiado,183,Kajiado North,914,Oloolua,Ngethe,Wilson Wamiti,62,Amani National Congress,ANC,ANC,62
34,Kajiado,183,Kajiado North,914,Oloolua,Njuguna,Joseph  Kamau,15,United Democratic Alliance,UDA,UDA,15
34,Kajiado,183,Kajiado North,914,Oloolua,Oisebe,Emmanuel Okeri,50,Muungano Party,MUUNGANO,MUUNGANO,50
34,Kajiado,183,Kajiado North,914,Oloolua,Ondieng'A,Job  Barongo,38,Peoples Empowerment Party,PEP,PEP,38
34,Kajiado,183,Kajiado North,914,Oloolua,Onduso,Thomas Shemm,67,Maendeleo Chap Chap Party,MCCP,MCCP,67
34,Kajiado,183,Kajiado North,914,Oloolua,Wanjohi,Murigi  Kamau,40,The New Democrats,TND,TND,40
34,Kajiado,183,Kajiado North,915,Ngong,Gitau,Samuel Mwangi,80,Usawa Kwa Wote Party,USAWA,USAWA,80
34,Kajiado,183,Kajiado North,915,Ngong,Githaiga,Felix  Kariuki,27,Jubilee Party,JP,JP,27
34,Kajiado,183,Kajiado North,915,Ngong,Hussein,Juma  Mohamed,21,Orange Democratic Movement,ODM,ODM,21
34,Kajiado,183,Kajiado North,915,Ngong,Kariuki,Joseph  Kamau,82,The Service Party,TSP,TSP,82
34,Kajiado,183,Kajiado North,915,Ngong,Kariuki,Paul   Njuguna,Ind,Independent,IND,IND_CAW915_01,IND_CAW915_01
