County  Code,County  Name,Constituency Code,Constituency Name,Ward Code,Ward Name,Candidate Surname,Candidate Other Names,Party Code,Political  Party Name,Abbreviation,Abbreviation Enhanced,Party Code Enhanced
8,Wajir,38,Wajir South,190,Diif,Ahmed,Shueb  Bare,33,Kenya African National Union,KANU,KANU,33
8,Wajir,38,Wajir South,190,Diif,Farah,Abdi Sadiq,90,Umoja Summit Party,USP,USP,90
8,Wajir,38,Wajir South,190,Diif,Haji,Ibrahim Hussein,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
8,Wajir,38,Wajir South,190,Diif,Hussein,Mohamed Ibrahim,15,United Democratic Alliance,UDA,UDA,15
8,Wajir,38,Wajir South,190,Diif,Mohamed,Abdikadir Abdullahi,21,Orange Democratic Movement,ODM,ODM,21
8,Wajir,38,Wajir South,190,Diif,Muhumed,Farah  Adan,1,National Rainbow Coalition-Kenya,NARC-KENYA,NARC-KENYA,1
9,Mandera,39,Mandera West,191,Takaba South,Haji,Bashir  Hassan,27,Jubilee Party,JP,JP,27
9,Mandera,39,Mandera West,191,Takaba South,Ibrein,Adan  Nura,41,United Democratic Movement,UDM,UDM,41
9,Mandera,39,Mandera West,191,Takaba South,Kula,Hassan Mohamed,46,United Party Of Independent Alliance,UPIA,UPIA,46
9,Mandera,39,Mandera West,191,Takaba South,Soba,Adan  Hassan,80,Usawa Kwa Wote Party,USAWA,USAWA,80
9,Mandera,39,Mandera West,192,Takaba,Abdulllahi,Bishar   Maalim,27,Jubilee Party,JP,JP,27
9,Mandera,39,Mandera West,192,Takaba,Adan,Abdirahman Barre,14,Party Of National Unity,PNU,PNU,14
9,Mandera,39,Mandera West,192,Takaba,Ali,Alabas Sheikh,15,United Democratic Alliance,UDA,UDA,15
9,Mandera,39,Mandera West,192,Takaba,Hassan,Yussuf Maalim,21,Orange Democratic Movement,ODM,ODM,21
9,Mandera,39,Mandera West,192,Takaba,Mohamed,Abdiaziz Omar,80,Usawa Kwa Wote Party,USAWA,USAWA,80
9,Mandera,39,Mandera West,192,Takaba,Mohamed,Habiba Adan,46,United Party Of Independent Alliance,UPIA,UPIA,46
9,Mandera,39,Mandera West,192,Takaba,Nurow,Hassan Osman,Ind,Independent,IND,IND_CAW192_01,IND_CAW192_01
9,Mandera,39,Mandera West,192,Takaba,Rashid,Mahdi  Haji,41,United Democratic Movement,UDM,UDM,41
9,Mandera,39,Mandera West,193,Lagsure,Hussein,Habiba Haji,21,Orange Democratic Movement,ODM,ODM,21
9,Mandera,39,Mandera West,193,Lagsure,Maalim,Hussein Alio,41,United Democratic Movement,UDM,UDM,41
9,Mandera,39,Mandera West,193,Lagsure,Robow,Suleiman   Ibrein,27,Jubilee Party,JP,JP,27
9,Mandera,39,Mandera West,194,Dandu,Adan,Hassan Mohamed,27,Jubilee Party,JP,JP,27
9,Mandera,39,Mandera West,194,Dandu,Ali,Alinur Hassan,67,Maendeleo Chap Chap Party,MCCP,MCCP,67
9,Mandera,39,Mandera West,194,Dandu,Dalacha,Jabir  Abdullahi,41,United Democratic Movement,UDM,UDM,41
9,Mandera,39,Mandera West,194,Dandu,Hassan,Hassanoor Hussein,21,Orange Democratic Movement,ODM,ODM,21
9,Mandera,39,Mandera West,194,Dandu,Hassan,Hussein Osman,46,United Party Of Independent Alliance,UPIA,UPIA,46
9,Mandera,39,Mandera West,194,Dandu,Issak,Bashir  Osman,Ind,Independent,IND,IND_CAW194_01,IND_CAW194_01
9,Mandera,39,Mandera West,194,Dandu,Issak,Suleiman Mohamud,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
9,Mandera,39,Mandera West,194,Dandu,Kalla,Rashid  Ali,33,Kenya African National Union,KANU,KANU,33
9,Mandera,39,Mandera West,194,Dandu,Wariyo,Ibrahim Ali,15,United Democratic Alliance,UDA,UDA,15
9,Mandera,39,Mandera West,195,Gither,Adan,Issack  Mohamed,Ind,Independent,IND,IND_CAW195_01,IND_CAW195_01
9,Mandera,39,Mandera West,195,Gither,Gurow,Abdikadir Mohamed,83,National Ordinary Peoples Empowerment Union,NOPEU,NOPEU,83
9,Mandera,39,Mandera West,195,Gither,Maalim,Hassan Adan,33,Kenya African National Union,KANU,KANU,33
9,Mandera,39,Mandera West,195,Gither,Maalim,Ibrahimnoor Adow,27,Jubilee Party,JP,JP,27
9,Mandera,39,Mandera West,195,Gither,Mohamed,Abdiaziz Ibrahim,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
9,Mandera,39,Mandera West,195,Gither,Mohammed,Ahmed  Rashid,41,United Democratic Movement,UDM,UDM,41
9,Mandera,39,Mandera West,195,Gither,Siraj,Harun  Matker,21,Orange Democratic Movement,ODM,ODM,21
9,Mandera,40,Banissa,196,Banissa,Abdi,Abdullahi Hassan,14,Party Of National Unity,PNU,PNU,14
9,Mandera,40,Banissa,196,Banissa,Abdi,Issack  Dahir,41,United Democratic Movement,UDM,UDM,41
9,Mandera,40,Banissa,196,Banissa,Abdullahi,Hussein Ibrahim,46,United Party Of Independent Alliance,UPIA,UPIA,46
9,Mandera,40,Banissa,196,Banissa,Haji,Hamza  Hussein,15,United Democratic Alliance,UDA,UDA,15
9,Mandera,40,Banissa,196,Banissa,Hassan,Adan  Ibrahim,33,Kenya African National Union,KANU,KANU,33
9,Mandera,40,Banissa,196,Banissa,Maaalim,Issack Abdullahi,21,Orange Democratic Movement,ODM,ODM,21
9,Mandera,40,Banissa,196,Banissa,Shaba,Mohamed Dayoh,48,Economic Freedom Party,EFP,EFP,48
9,Mandera,40,Banissa,196,Banissa,Sheikh,Abdikhani Arale,27,Jubilee Party,JP,JP,27
9,Mandera,40,Banissa,197,Derkhale,Ali,Kullow Sheikh,27,Jubilee Party,JP,JP,27
9,Mandera,40,Banissa,197,Derkhale,Edin,Mohamed Ibrahim,41,United Democratic Movement,UDM,UDM,41
9,Mandera,40,Banissa,197,Derkhale,Mohamed,Nurdin Maalim,21,Orange Democratic Movement,ODM,ODM,21
9,Mandera,40,Banissa,198,Guba,Ali,Issack  Malela,27,Jubilee Party,JP,JP,27
9,Mandera,40,Banissa,198,Guba,Hassan,Abdullahi Maalim,21,Orange Democratic Movement,ODM,ODM,21
9,Mandera,40,Banissa,198,Guba,Hassan,Jimale  Abdi,41,United Democratic Movement,UDM,UDM,41
9,Mandera,40,Banissa,199,Malkamari,Abdi,Abdikarim Daud,41,United Democratic Movement,UDM,UDM,41
9,Mandera,40,Banissa,199,Malkamari,Dikha,Abdi Mohamud,1,National Rainbow Coalition-Kenya,NARC-KENYA,NARC-KENYA,1
9,Mandera,40,Banissa,199,Malkamari,Farah,Ibrahim Abdi,21,Orange Democratic Movement,ODM,ODM,21
9,Mandera,40,Banissa,199,Malkamari,Hassan,Abdi   Hassan,27,Jubilee Party,JP,JP,27
9,Mandera,40,Banissa,199,Malkamari,Hussein,Issack  Kalla,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
9,Mandera,40,Banissa,199,Malkamari,Mohamed,Ibrahim Adan,15,United Democratic Alliance,UDA,UDA,15
9,Mandera,40,Banissa,199,Malkamari,Mohamud,Ibrahim Rashid,44,Party Of Democratic Unity,PDU,PDU,44
9,Mandera,40,Banissa,200,Kiliwehiri,Abdi,Mohamud Hassan,62,Amani National Congress,ANC,ANC,62
9,Mandera,40,Banissa,200,Kiliwehiri,Adan,Hussein Abdi,46,United Party Of Independent Alliance,UPIA,UPIA,46
9,Mandera,40,Banissa,200,Kiliwehiri,Adan,Yussuf Sheikh,41,United Democratic Movement,UDM,UDM,41
9,Mandera,40,Banissa,200,Kiliwehiri,Guyow,Kullow  Alio,27,Jubilee Party,JP,JP,27
9,Mandera,40,Banissa,200,Kiliwehiri,Huka,Mohamed Ibrahim,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
9,Mandera,40,Banissa,200,Kiliwehiri,Mohamed,Hussein Mohamed,21,Orange Democratic Movement,ODM,ODM,21
9,Mandera,41,Mandera North,201,Ashabito,Abdi,Ali Noor  Hassan,21,Orange Democratic Movement,ODM,ODM,21
9,Mandera,41,Mandera North,201,Ashabito,Ahamed,Ahmed  Shalle,27,Jubilee Party,JP,JP,27
9,Mandera,41,Mandera North,201,Ashabito,Haji,Hussein Ismail,46,United Party Of Independent Alliance,UPIA,UPIA,46
9,Mandera,41,Mandera North,201,Ashabito,Hussein,Ismail  Sheikh,41,United Democratic Movement,UDM,UDM,41
9,Mandera,41,Mandera North,202,Guticha,Abdille,Osama  Rashid,67,Maendeleo Chap Chap Party,MCCP,MCCP,67
9,Mandera,41,Mandera North,202,Guticha,Abdullahi,Yussuf Mohamed,1,National Rainbow Coalition-Kenya,NARC-KENYA,NARC-KENYA,1
9,Mandera,41,Mandera North,202,Guticha,Adan,Abdiwahid Issack,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
9,Mandera,41,Mandera North,202,Guticha,Issak,Mohamed Musa,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
9,Mandera,41,Mandera North,202,Guticha,Mohamed,Abdikadir Gurad,15,United Democratic Alliance,UDA,UDA,15
9,Mandera,41,Mandera North,202,Guticha,Mohumud,Adan  Daud,21,Orange Democratic Movement,ODM,ODM,21
9,Mandera,41,Mandera North,202,Guticha,Omar,Ilyas  Mohamed,82,The Service Party,TSP,TSP,82
9,Mandera,41,Mandera North,202,Guticha,Sheikh,Ahmed  Hussein,27,Jubilee Party,JP,JP,27
9,Mandera,41,Mandera North,202,Guticha,Yussuf,Mohamed Ibrahim,41,United Democratic Movement,UDM,UDM,41
9,Mandera,41,Mandera North,203,Morothile,Adan,Hussein Mohamed,33,Kenya African National Union,KANU,KANU,33
9,Mandera,41,Mandera North,203,Morothile,Guliye,Abdullahi Yunis,27,Jubilee Party,JP,JP,27
9,Mandera,41,Mandera North,203,Morothile,Hussein,Adan  Ali,41,United Democratic Movement,UDM,UDM,41
9,Mandera,41,Mandera North,203,Morothile,Keynan,Mohamed Ali,15,United Democratic Alliance,UDA,UDA,15
9,Mandera,41,Mandera North,204,Rhamu,Adan,Hassan Hussein,41,United Democratic Movement,UDM,UDM,41
9,Mandera,41,Mandera North,204,Rhamu,Elmi,Mohamed Abdikadir,14,Party Of National Unity,PNU,PNU,14
9,Mandera,41,Mandera North,204,Rhamu,Haji,Adanker Alio,13,Democratic Party Of Kenya,DP,DP,13
9,Mandera,41,Mandera North,204,Rhamu,Hassan,Fadhil  Ali,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
9,Mandera,41,Mandera North,204,Rhamu,Hassan,Yussuf Issack,23,Forum For Restoration Of Democracy-Kenya,FORD-KENYA,FORD-KENYA,23
9,Mandera,41,Mandera North,204,Rhamu,Ibrahim,Abdi Mohamed,Ind,Independent,IND,IND_CAW204_01,IND_CAW204_01
9,Mandera,41,Mandera North,204,Rhamu,Ibrahim,Abdikani Mohamud,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
9,Mandera,41,Mandera North,204,Rhamu,Ibrahim,Abdinasir Adan,33,Kenya African National Union,KANU,KANU,33
9,Mandera,41,Mandera North,204,Rhamu,Ibrahim,Eimoi   Abdullahi,27,Jubilee Party,JP,JP,27
9,Mandera,41,Mandera North,204,Rhamu,Ibrahim,Yasir  Mohamed,83,National Ordinary Peoples Empowerment Union,NOPEU,NOPEU,83
9,Mandera,41,Mandera North,204,Rhamu,Mohamud,Abdifatah Mohamed,15,United Democratic Alliance,UDA,UDA,15
9,Mandera,41,Mandera North,204,Rhamu,Mohamud,Mohamednoor Osman,46,United Party Of Independent Alliance,UPIA,UPIA,46
9,Mandera,41,Mandera North,204,Rhamu,Nunow,Ibrahim Mohamed,21,Orange Democratic Movement,ODM,ODM,21
9,Mandera,41,Mandera North,205,Rhamu-Dimtu,Abdille,Elyas   Jimalle,27,Jubilee Party,JP,JP,27
9,Mandera,41,Mandera North,205,Rhamu-Dimtu,Ahmed,Abdullahi Mohamed,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
9,Mandera,41,Mandera North,205,Rhamu-Dimtu,Ali,Hussein Abdi,82,The Service Party,TSP,TSP,82
9,Mandera,41,Mandera North,205,Rhamu-Dimtu,Barow,Abey  Khalif,41,United Democratic Movement,UDM,UDM,41
9,Mandera,41,Mandera North,205,Rhamu-Dimtu,Farah,Abass  Abdullahi,Ind,Independent,IND,IND_CAW205_01,IND_CAW205_01
9,Mandera,41,Mandera North,205,Rhamu-Dimtu,Hussein,Abdirahman Mohamud,84,National Reconstruction Alliance,NRA,NRA,84
9,Mandera,41,Mandera North,205,Rhamu-Dimtu,Mohamed,Halima Muktar,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
9,Mandera,41,Mandera North,205,Rhamu-Dimtu,Mohamed,Issa Yussuf,15,United Democratic Alliance,UDA,UDA,15
9,Mandera,42,Mandera South,206,Wargadud,Abdullahi,Adan  Maalim,41,United Democratic Movement,UDM,UDM,41
9,Mandera,42,Mandera South,206,Wargadud,Abdullahi,Alinoor  Derow,27,Jubilee Party,JP,JP,27
9,Mandera,42,Mandera South,206,Wargadud,Adan,Abdirahman Omar,21,Orange Democratic Movement,ODM,ODM,21
9,Mandera,42,Mandera South,206,Wargadud,Alio,Abdirizak Eymoi,15,United Democratic Alliance,UDA,UDA,15
9,Mandera,42,Mandera South,206,Wargadud,Alio,Bashir  Ibrahim,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
9,Mandera,42,Mandera South,206,Wargadud,Hassan,Osman  Abdi,33,Kenya African National Union,KANU,KANU,33
9,Mandera,42,Mandera South,206,Wargadud,Mohamed,Hassan Abdi,54,Chama Cha Mashinani,CCM,CCM,54
9,Mandera,42,Mandera South,206,Wargadud,Muktar,Bishar  Sheikh,46,United Party Of Independent Alliance,UPIA,UPIA,46
9,Mandera,42,Mandera South,206,Wargadud,Sheikh,Abdirahman Yussuf,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
9,Mandera,42,Mandera South,207,Kutulo,Abdulla,Ibrahim Maalim,44,Party Of Democratic Unity,PDU,PDU,44
9,Mandera,42,Mandera South,207,Kutulo,Adow,Ali Ismail,14,Party Of National Unity,PNU,PNU,14
9,Mandera,42,Mandera South,207,Kutulo,Girro,Abdisitar Hussein,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
9,Mandera,42,Mandera South,207,Kutulo,Ibrahim,Alinoor Mohamed,21,Orange Democratic Movement,ODM,ODM,21
9,Mandera,42,Mandera South,207,Kutulo,Ibrahim,Mohamed Rashid Golo,41,United Democratic Movement,UDM,UDM,41
9,Mandera,42,Mandera South,207,Kutulo,Mohamed,Issa Maalim,15,United Democratic Alliance,UDA,UDA,15
9,Mandera,42,Mandera South,207,Kutulo,Mohamed,Mohamed Hassan,27,Jubilee Party,JP,JP,27
9,Mandera,42,Mandera South,208,Elwak South,Abrahim,Mohamed  Abdi,27,Jubilee Party,JP,JP,27
9,Mandera,42,Mandera South,208,Elwak South,Adan,Aden  Ibrahim,83,National Ordinary Peoples Empowerment Union,NOPEU,NOPEU,83
9,Mandera,42,Mandera South,208,Elwak South,Giro,Abdi Adan,33,Kenya African National Union,KANU,KANU,33
9,Mandera,42,Mandera South,208,Elwak South,Happi,Mohamed Abdinoor,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
9,Mandera,42,Mandera South,208,Elwak South,Hassan,Abdikhani Maalim,21,Orange Democratic Movement,ODM,ODM,21
9,Mandera,42,Mandera South,208,Elwak South,Hassan,Abdiweli Adan,23,Forum For Restoration Of Democracy-Kenya,FORD-KENYA,FORD-KENYA,23
9,Mandera,42,Mandera South,208,Elwak South,Ibrahim,Issak  Derow,41,United Democratic Movement,UDM,UDM,41
9,Mandera,42,Mandera South,208,Elwak South,Issack,Alibashir Ibrahim,Ind,Independent,IND,IND_CAW208_01,IND_CAW208_01
9,Mandera,42,Mandera South,208,Elwak South,Issak,Mohamedrashid Yakub,14,Party Of National Unity,PNU,PNU,14
9,Mandera,42,Mandera South,208,Elwak South,Omar,Suleiman Mohamed Ado,Ind,Independent,IND,IND_CAW208_02,IND_CAW208_02
9,Mandera,42,Mandera South,208,Elwak South,Shabura,Abass  Ibrahim,62,Amani National Congress,ANC,ANC,62
9,Mandera,42,Mandera South,208,Elwak South,Teno,Abdinur Diisow,15,United Democratic Alliance,UDA,UDA,15
9,Mandera,42,Mandera South,209,Elwak North,Ali,Hassan Maalim,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
9,Mandera,42,Mandera South,209,Elwak North,Ali,Hassan Mohamed,46,United Party Of Independent Alliance,UPIA,UPIA,46
9,Mandera,42,Mandera South,209,Elwak North,Aliow,Khadija Adan,68,Democratic Congress,DC,DC,68
9,Mandera,42,Mandera South,209,Elwak North,Balaya,Hassan Ali,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
9,Mandera,42,Mandera South,209,Elwak North,Dahir,Abdifatah Adan,21,Orange Democratic Movement,ODM,ODM,21
9,Mandera,42,Mandera South,209,Elwak North,Mohamed,Adan  Maalim,41,United Democratic Movement,UDM,UDM,41
9,Mandera,42,Mandera South,209,Elwak North,Osman,Issack   Nur,27,Jubilee Party,JP,JP,27
9,Mandera,42,Mandera South,210,Shimbir Fatuma,Alio,Hassan Sheikh,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
9,Mandera,42,Mandera South,210,Shimbir Fatuma,Barrow,Adan  Ibrahim,34,Safina,SAFINA,SAFINA,34
9,Mandera,42,Mandera South,210,Shimbir Fatuma,Dido,Hassan Mahat,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
9,Mandera,42,Mandera South,210,Shimbir Fatuma,Edin,Guracha Abdirizak,54,Chama Cha Mashinani,CCM,CCM,54
9,Mandera,42,Mandera South,210,Shimbir Fatuma,Haji,Hussein Adan,15,United Democratic Alliance,UDA,UDA,15
9,Mandera,42,Mandera South,210,Shimbir Fatuma,Hassan,Abdirahim Abdi,33,Kenya African National Union,KANU,KANU,33
9,Mandera,42,Mandera South,210,Shimbir Fatuma,Hassanow,Abdullahi Adan,46,United Party Of Independent Alliance,UPIA,UPIA,46
9,Mandera,42,Mandera South,210,Shimbir Fatuma,Ibrahim,Yunis,27,Jubilee Party,JP,JP,27
9,Mandera,42,Mandera South,210,Shimbir Fatuma,Maalim,Ibrahim Alio,41,United Democratic Movement,UDM,UDM,41
9,Mandera,42,Mandera South,210,Shimbir Fatuma,Mohamed,Shukri Abdirashid,Ind,Independent,IND,IND_CAW210_01,IND_CAW210_01
9,Mandera,42,Mandera South,210,Shimbir Fatuma,Osman,Ali Hassan,Ind,Independent,IND,IND_CAW210_02,IND_CAW210_02
9,Mandera,43,Mandera East,211,Arabia,Adan,Abdikheir Said,21,Orange Democratic Movement,ODM,ODM,21
9,Mandera,43,Mandera East,211,Arabia,Ali,Daud  Sheikh,Ind,Independent,IND,IND_CAW211_01,IND_CAW211_01
9,Mandera,43,Mandera East,211,Arabia,Diis,Mohamud Abdi,27,Jubilee Party,JP,JP,27
9,Mandera,43,Mandera East,211,Arabia,Humow,Mohamed Issak,41,United Democratic Movement,UDM,UDM,41
9,Mandera,43,Mandera East,211,Arabia,Noor,Amin  Abdi,15,United Democratic Alliance,UDA,UDA,15
9,Mandera,43,Mandera East,211,Arabia,Nunow,Bare  Bulle,62,Amani National Congress,ANC,ANC,62
9,Mandera,43,Mandera East,211,Arabia,Sheikh,Abdullahi Bulle,46,United Party Of Independent Alliance,UPIA,UPIA,46
9,Mandera,43,Mandera East,211,Arabia,Takoy,Rashid   Sheikh,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
9,Mandera,43,Mandera East,212,Township,Abdi,Ali Mohamed Hassan,Ind,Independent,IND,IND_CAW212_01,IND_CAW212_01
9,Mandera,43,Mandera East,212,Township,Abdinur,Abdullahi Mohamed,59,Roots Party Of Kenya,RPK,RPK,59
9,Mandera,43,Mandera East,212,Township,Adbi,Hassan Hajj,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
9,Mandera,43,Mandera East,212,Township,Ahamed,Adan  Osman,46,United Party Of Independent Alliance,UPIA,UPIA,46
9,Mandera,43,Mandera East,212,Township,Ahmed,Mohamedamin Ali,23,Forum For Restoration Of Democracy-Kenya,FORD-KENYA,FORD-KENYA,23
9,Mandera,43,Mandera East,212,Township,Ahmed,Noor  Abdow,34,Safina,SAFINA,SAFINA,34
9,Mandera,43,Mandera East,212,Township,Bare,Ibrahim Daud,Ind,Independent,IND,IND_CAW212_02,IND_CAW212_02
9,Mandera,43,Mandera East,212,Township,Billow,Katra  Mude,1,National Rainbow Coalition-Kenya,NARC-KENYA,NARC-KENYA,1
9,Mandera,43,Mandera East,212,Township,Daud,Abdilatif Ismail,67,Maendeleo Chap Chap Party,MCCP,MCCP,67
9,Mandera,43,Mandera East,212,Township,Ibrahim,Abass  Adan,21,Orange Democratic Movement,ODM,ODM,21
9,Mandera,43,Mandera East,212,Township,Issack,Feisal  Abdinoor,41,United Democratic Movement,UDM,UDM,41
9,Mandera,43,Mandera East,212,Township,Kunaye,Abdikadir Mohamed,27,Jubilee Party,JP,JP,27
9,Mandera,43,Mandera East,212,Township,Mohamed,Hassan Isack,Ind,Independent,IND,IND_CAW212_03,IND_CAW212_03
9,Mandera,43,Mandera East,212,Township,Mohamed,Mohamed Okashi,Ind,Independent,IND,IND_CAW212_04,IND_CAW212_04
9,Mandera,43,Mandera East,212,Township,Robow,Abdirizak Ali,33,Kenya African National Union,KANU,KANU,33
9,Mandera,43,Mandera East,212,Township,Sharif,Mohamednur Issak,80,Usawa Kwa Wote Party,USAWA,USAWA,80
9,Mandera,43,Mandera East,213,Neboi,Abdi,Abdirahman Ali,27,Jubilee Party,JP,JP,27
9,Mandera,43,Mandera East,213,Neboi,Abdirahman,Adan  Mohamed,21,Orange Democratic Movement,ODM,ODM,21
9,Mandera,43,Mandera East,213,Neboi,Ali,Abdi Adan,15,United Democratic Alliance,UDA,UDA,15
9,Mandera,43,Mandera East,213,Neboi,Ali,Adan  Mohamed,41,United Democratic Movement,UDM,UDM,41
9,Mandera,43,Mandera East,213,Neboi,Alio,Hassannoor Mohamed,67,Maendeleo Chap Chap Party,MCCP,MCCP,67
9,Mandera,43,Mandera East,213,Neboi,Elmi,Abdiwahab Bare,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
9,Mandera,43,Mandera East,213,Neboi,Hassanow,Ismail  Ahmed,14,Party Of National Unity,PNU,PNU,14
9,Mandera,43,Mandera East,213,Neboi,Mohamed,Alinoor Ali,46,United Party Of Independent Alliance,UPIA,UPIA,46
9,Mandera,43,Mandera East,213,Neboi,Sheikh,Hassan Abrahim,80,Usawa Kwa Wote Party,USAWA,USAWA,80
9,Mandera,43,Mandera East,213,Neboi,Yarrow,Ahmed  Adan,33,Kenya African National Union,KANU,KANU,33
9,Mandera,43,Mandera East,214,Khalalio,Abdirahman,Noor  Mohamed,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
9,Mandera,43,Mandera East,214,Khalalio,Adan,Abdiweli Abukar,33,Kenya African National Union,KANU,KANU,33
9,Mandera,43,Mandera East,214,Khalalio,Alio,Salah  Maalim,9,Kenya National Congress,KNC,KNC,9
9,Mandera,43,Mandera East,214,Khalalio,Derow,Hussein Hassan,87,Chama Cha Kazi,KAZI,KAZI,87
9,Mandera,43,Mandera East,214,Khalalio,Mohamud,Mohamed Yussuf,41,United Democratic Movement,UDM,UDM,41
9,Mandera,43,Mandera East,214,Khalalio,Osman,Abdirashid Abdikadir,46,United Party Of Independent Alliance,UPIA,UPIA,46
9,Mandera,43,Mandera East,214,Khalalio,Rafat,Abdinoor Dakane,27,Jubilee Party,JP,JP,27
9,Mandera,43,Mandera East,215,Libehia,Ali,Abdiwahab Abdirahman,48,Economic Freedom Party,EFP,EFP,48
9,Mandera,43,Mandera East,215,Libehia,Hassan,Abdullahi Sheikh,67,Maendeleo Chap Chap Party,MCCP,MCCP,67
9,Mandera,43,Mandera East,215,Libehia,Kalil,Jabril  Adan,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
9,Mandera,43,Mandera East,215,Libehia,Moahmed,Mohamed Abdikarim,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
9,Mandera,43,Mandera East,215,Libehia,Mohamad,Hussein  Maalim,27,Jubilee Party,JP,JP,27
9,Mandera,43,Mandera East,215,Libehia,Mohamed,Mohamed Ibrahim,41,United Democratic Movement,UDM,UDM,41
9,Mandera,43,Mandera East,215,Libehia,Mudey,Abdinasir Billow,37,National Agenda Party Of Kenya,NAPK,NAPK,37
9,Mandera,43,Mandera East,215,Libehia,Noor,Hassan Ibrahim Abdi,46,United Party Of Independent Alliance,UPIA,UPIA,46
9,Mandera,43,Mandera East,215,Libehia,Rokow,Abdisalan Billow,Ind,Independent,IND,IND_CAW215_01,IND_CAW215_01
9,Mandera,44,Lafey,216,Sala,Adan,Abdullahi Noor,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
9,Mandera,44,Lafey,216,Sala,Hassan,Abdihakim Ali,1,National Rainbow Coalition-Kenya,NARC-KENYA,NARC-KENYA,1
9,Mandera,44,Lafey,216,Sala,Koriyow,Abdinoor Ali,80,Usawa Kwa Wote Party,USAWA,USAWA,80
9,Mandera,44,Lafey,216,Sala,Osman,Abdirashid Maalim,27,Jubilee Party,JP,JP,27
9,Mandera,44,Lafey,217,Fino,Adan,Siyat  Khalif,62,Amani National Congress,ANC,ANC,62
9,Mandera,44,Lafey,217,Fino,Ahmed,Saad  Shiekh,25,Progressive Party Of Kenya,PPOK,PPOK,25
9,Mandera,44,Lafey,217,Fino,Hussein,Honey  Hassan,33,Kenya African National Union,KANU,KANU,33
9,Mandera,44,Lafey,217,Fino,Ibrahim,Abdimalik Mohamud,41,United Democratic Movement,UDM,UDM,41
9,Mandera,44,Lafey,217,Fino,Noor,Yussuf Muhumed,15,United Democratic Alliance,UDA,UDA,15
9,Mandera,44,Lafey,217,Fino,Salat,Muktar Mohamed,27,Jubilee Party,JP,JP,27
9,Mandera,44,Lafey,217,Fino,Shillow,Abdirahman Gaiya,21,Orange Democratic Movement,ODM,ODM,21
9,Mandera,44,Lafey,218,Lafey,Adan,Abdullahi Siyad,41,United Democratic Movement,UDM,UDM,41
9,Mandera,44,Lafey,218,Lafey,Ahmed,Yussuf Abey,21,Orange Democratic Movement,ODM,ODM,21
9,Mandera,44,Lafey,218,Lafey,Ali,Abdi Yusuf  Haji,62,Amani National Congress,ANC,ANC,62
9,Mandera,44,Lafey,218,Lafey,Manoor,Mohamed Hussein,27,Jubilee Party,JP,JP,27
9,Mandera,44,Lafey,218,Lafey,Mohamed,Feisal  Maalim,15,United Democratic Alliance,UDA,UDA,15
9,Mandera,44,Lafey,218,Lafey,Rahoy,Adan  Hussein,33,Kenya African National Union,KANU,KANU,33
9,Mandera,44,Lafey,219,Waranqara,Ali,Ahmed  Gabnan,41,United Democratic Movement,UDM,UDM,41
9,Mandera,44,Lafey,219,Waranqara,Guhad,Jibril  Malak,21,Orange Democratic Movement,ODM,ODM,21
9,Mandera,44,Lafey,219,Waranqara,Ibrahim,Abdullahi Shukri,27,Jubilee Party,JP,JP,27
9,Mandera,44,Lafey,220,Alango Gof,Dahir,Noordin Mohamed,21,Orange Democratic Movement,ODM,ODM,21
9,Mandera,44,Lafey,220,Alango Gof,Dakane,Yussuf Maalim,1,National Rainbow Coalition-Kenya,NARC-KENYA,NARC-KENYA,1
9,Mandera,44,Lafey,220,Alango Gof,Hassan,Mahat  Ibrahim,41,United Democratic Movement,UDM,UDM,41
9,Mandera,44,Lafey,220,Alango Gof,Mohamud,Bilal  Ibrahim,85,Democratic Action Party-Kenya,DAP-K,DAP-K,85
9,Mandera,44,Lafey,220,Alango Gof,Sharif,Jabir Abdirahman,62,Amani National Congress,ANC,ANC,62
