County Code,County Name,Constituency Code,Constituency Name,Candidate Surname,Candidate Other Names,Party Code,Political Party Name,Abbreviation,Abbreviation Enhanced,Party Code Enhanced
15,Kitui,72,Kitui Central,Mururu,John Warui,Ind,Independent,IND,IND_NAM72_01,IND_NAM72_01
15,Kitui,72,Kitui Central,Musambi,Boniface Mutisya,15,United Democratic Alliance,UDA,UDA,15
15,Kitui,73,Kitui East,Kakundi,Lewis Kituo,67,Maendeleo Chap Chap Party,MCCP,MCCP,67
15,Kitui,73,Kitui East,Kitonga,Jimmy Muthusi,27,Jubilee Party,JP,JP,27
15,Kitui,73,Kitui East,Kitute,Millitonic Mwendwa K,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
15,Kitui,73,Kitui East,Mavusyu,Mulaimu,Ind,Independent,IND,IND_NAM73_01,IND_NAM73_01
15,Kitui,73,Kitui East,Mbai,Nimrod Mbithuka,15,United Democratic Alliance,UDA,UDA,15
15,Kitui,73,Kitui East,Muluvi,Marcus Mutua,Ind,Independent,IND,IND_NAM73_02,IND_NAM73_02
15,Kitui,73,Kitui East,Mutunga,Ezekiel Mutia,80,Usawa Kwa Wote Party,USAWA,USAWA,80
15,Kitui,73,Kitui East,Mwendwa,Raphael Singano,95,Green Thinking Action Party,GTAP,GTAP,95
15,Kitui,74,Kitui South,Kiminza,Samuel Kalii,64,United Democratic Party,UDP,UDP,64
15,Kitui,74,Kitui South,King,Onesmus Mumo Muthami,21,Orange Democratic Movement,ODM,ODM,21
15,Kitui,74,Kitui South,Mulei,John Munyallo,74,Ukweli Party,UP,UP,74
15,Kitui,74,Kitui South,Muthami,Daniel Kilonzi,92,Mabadiliko Party Of Kenya,MAPK,MAPK,92
15,Kitui,74,Kitui South,Mutua,Daniel Ndambuki,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
15,Kitui,74,Kitui South,Mwangangi,Dennis Maithya,15,United Democratic Alliance,UDA,UDA,15
15,Kitui,74,Kitui South,Nyamai,Rachael Kaki,27,Jubilee Party,JP,JP,27
16,Machakos,75,Masinga,Kisavi,James Mutisya,80,Usawa Kwa Wote Party,USAWA,USAWA,80
16,Machakos,75,Masinga,Mbai,Benson Itwiku,Ind,Independent,IND,IND_NAM75_01,IND_NAM75_01
16,Machakos,75,Masinga,Muindi,Stanley Masai,15,United Democratic Alliance,UDA,UDA,15
16,Machakos,75,Masinga,Muthini,Jackson Wambua,67,Maendeleo Chap Chap Party,MCCP,MCCP,67
16,Machakos,75,Masinga,Mutuku,David Mutinda,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
16,Machakos,75,Masinga,Mutunga,Sheila Phyllis Mwikali,27,Jubilee Party,JP,JP,27
16,Machakos,75,Masinga,Mwalyo,Joshua Mbithi Mutua,Ind,Independent,IND,IND_NAM75_02,IND_NAM75_02
16,Machakos,75,Masinga,Ndolo,Patrick Kaloki,Ind,Independent,IND,IND_NAM75_03,IND_NAM75_03
16,Machakos,75,Masinga,Ngemu,Titus Ndambuki,Ind,Independent,IND,IND_NAM75_04,IND_NAM75_04
16,Machakos,76,Yatta,Basil,Robert Ngui,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
16,Machakos,76,Yatta,Kavita,Dominic  Mwanzia,Ind,Independent,IND,IND_NAM76_01,IND_NAM76_01
16,Machakos,76,Yatta,Kioko,Nancy Kavinya,Ind,Independent,IND,IND_NAM76_02,IND_NAM76_02
16,Machakos,76,Yatta,Kivuva,Lazarus Mulinge,67,Maendeleo Chap Chap Party,MCCP,MCCP,67
16,Machakos,76,Yatta,Muendo,Annastacia Muthini,15,United Democratic Alliance,UDA,UDA,15
16,Machakos,76,Yatta,Mulwa,Kivuva,Ind,Independent,IND,IND_NAM76_03,IND_NAM76_03
16,Machakos,76,Yatta,Ngui,Michael Kasimba,29,National Rainbow Coalition,NARC,NARC,29
16,Machakos,76,Yatta,Nthusi,Elizabeth Mwikali,Ind,Independent,IND,IND_NAM76_04,IND_NAM76_04
16,Machakos,77,Kangundo,Matheka,Francis Musyoki,15,United Democratic Alliance,UDA,UDA,15
16,Machakos,77,Kangundo,Maweu,Kyengo Katatha,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
16,Machakos,77,Kangundo,Muli,Abednego Mutisya,Ind,Independent,IND,IND_NAM77_01,IND_NAM77_01
16,Machakos,77,Kangundo,Muli,Fabian Kyule,78,Grand Dream Development Party,GDDP,GDDP,78
16,Machakos,77,Kangundo,Musyoka,Michael Muya,33,Kenya African National Union,KANU,KANU,33
16,Machakos,77,Kangundo,Mutinda,Anthanas Ndolo,21,Orange Democratic Movement,ODM,ODM,21
16,Machakos,77,Kangundo,Mweu,Vincent Muthoka,39,Peoples Democratic Party,PDP,PDP,39
16,Machakos,77,Kangundo,Nzioka,Ancent Kituku,67,Maendeleo Chap Chap Party,MCCP,MCCP,67
16,Machakos,77,Kangundo,Senga,Nathaniel Maundu,40,The New Democrats,TND,TND,40
16,Machakos,77,Kangundo,Wambua,Stephen Mutuku,75,Empowerment And Liberation Party,ELP,ELP,75
16,Machakos,78,Matungulu,Maingi,Joseph Mullingah,29,National Rainbow Coalition,NARC,NARC,29
16,Machakos,78,Matungulu,Mule,Stephen Mutinda,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
16,Machakos,78,Matungulu,Munyambu,Philip Munyao Mutisya,Ind,Independent,IND,IND_NAM78_01,IND_NAM78_01
16,Machakos,78,Matungulu,Musau,Tom  Tosha Malinda,Ind,Independent,IND,IND_NAM78_02,IND_NAM78_02
16,Machakos,78,Matungulu,Mutiso,Peter Kilonzo,Ind,Independent,IND,IND_NAM78_03,IND_NAM78_03
16,Machakos,78,Matungulu,Mwania,Peter Mwanzia,15,United Democratic Alliance,UDA,UDA,15
16,Machakos,78,Matungulu,Mwenga,Virginia Mueni,27,Jubilee Party,JP,JP,27
16,Machakos,78,Matungulu,Mwithi,Jimmy Mutuku,67,Maendeleo Chap Chap Party,MCCP,MCCP,67
16,Machakos,79,Kathiani,Kioko,Jackson Teddy,67,Maendeleo Chap Chap Party,MCCP,MCCP,67
16,Machakos,79,Kathiani,Kiseli,Joseph Wambua,Ind,Independent,IND,IND_NAM79_01,IND_NAM79_01
16,Machakos,79,Kathiani,Kitavi,Mwaya Wa,15,United Democratic Alliance,UDA,UDA,15
16,Machakos,79,Kathiani,Mbui,Robert,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
16,Machakos,79,Kathiani,Munyaka,Gerald Wambua,36,Chama Cha Uzalendo,CCU,CCU,36
16,Machakos,80,Mavoko,Ariga,Zipporah Nyaboke,81,United Progressive Alliance,UPA,UPA,81
16,Machakos,80,Mavoko,King'ola,Patrick Makau,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
16,Machakos,80,Mavoko,Kingori,George Kariuki,27,Jubilee Party,JP,JP,27
16,Machakos,80,Mavoko,Maluki,Gilbert Mutua Ndonye,15,United Democratic Alliance,UDA,UDA,15
16,Machakos,80,Mavoko,Mbevi,Daniel Mutuku,Ind,Independent,IND,IND_NAM80_01,IND_NAM80_01
16,Machakos,80,Mavoko,Mutambuki,Robert Muteti,33,Kenya African National Union,KANU,KANU,33
16,Machakos,80,Mavoko,Ngunga,Anthony King'oo,21,Orange Democratic Movement,ODM,ODM,21
16,Machakos,80,Mavoko,Nthiani,Joshua Wambua,80,Usawa Kwa Wote Party,USAWA,USAWA,80
16,Machakos,80,Mavoko,Nyalita,Amos Julius,Ind,Independent,IND,IND_NAM80_02,IND_NAM80_02
16,Machakos,80,Mavoko,Wambua,Charles Mutua,36,Chama Cha Uzalendo,CCU,CCU,36
16,Machakos,80,Mavoko,Wambua,Christopher Ngei,Ind,Independent,IND,IND_NAM80_03,IND_NAM80_03
16,Machakos,80,Mavoko,Wambua,Michael Musembi,Ind,Independent,IND,IND_NAM80_04,IND_NAM80_04
16,Machakos,81,Machakos Town,Mule,Caleb Mutiso,67,Maendeleo Chap Chap Party,MCCP,MCCP,67
16,Machakos,81,Machakos Town,Munyaka,Victor Kioko,15,United Democratic Alliance,UDA,UDA,15
16,Machakos,81,Machakos Town,Munyao,Benjamin Maingi,Ind,Independent,IND,IND_NAM81_01,IND_NAM81_01
16,Machakos,81,Machakos Town,Museku,Paul Nzaui,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
16,Machakos,81,Machakos Town,Mwanza,Benson Mutinda,83,National Ordinary Peoples Empowerment Union,NOPEU,NOPEU,83
16,Machakos,81,Machakos Town,Solomon,Job Nyumu,36,Chama Cha Uzalendo,CCU,CCU,36
16,Machakos,82,Mwala,Kathukya,Peter Mbuva,Ind,Independent,IND,IND_NAM82_01,IND_NAM82_01
16,Machakos,82,Mwala,Kilungu,Julius Mutua,36,Chama Cha Uzalendo,CCU,CCU,36
16,Machakos,82,Mwala,Kimilu,Justus Safari,66,Peoples Trust Party,PTP,PTP,66
16,Machakos,82,Mwala,Kioko,Grace Muthakye,21,Orange Democratic Movement,ODM,ODM,21
16,Machakos,82,Mwala,Musau,Vincent Musyoka,15,United Democratic Alliance,UDA,UDA,15
16,Machakos,82,Mwala,Mutinda,Barckleih Kilei,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
17,Makueni,83,Mbooni,Kimilu,Onesmus Musyoki,15,United Democratic Alliance,UDA,UDA,15
17,Makueni,83,Mbooni,Kisoi,Michael Manthi,50,Muungano Party,MUUNGANO,MUUNGANO,50
17,Makueni,83,Mbooni,Munyao,Alex Kyalo,13,Democratic Party Of Kenya,DP,DP,13
17,Makueni,83,Mbooni,Mutinga,Mary Mumbua Mbiu,Ind,Independent,IND,IND_NAM83_01,IND_NAM83_01
17,Makueni,83,Mbooni,Nzioka,Erastus Kivasu,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
17,Makueni,83,Mbooni,Nzyuko,Charles Nene,29,National Rainbow Coalition,NARC,NARC,29
17,Makueni,84,Kilome,Kamzee,David Ndava,Ind,Independent,IND,IND_NAM84_01,IND_NAM84_01
17,Makueni,84,Kilome,Matheka,Jones Nzioka,Ind,Independent,IND,IND_NAM84_02,IND_NAM84_02
17,Makueni,84,Kilome,Muia,Regina Nthambi,15,United Democratic Alliance,UDA,UDA,15
17,Makueni,84,Kilome,Munari,Julius Tangai,7,Party Of Independent Candidates Of Kenya,PICK,PICK,7
17,Makueni,84,Kilome,Mutiso,Amos Kilung'ya,67,Maendeleo Chap Chap Party,MCCP,MCCP,67
17,Makueni,84,Kilome,Mutiso,John Mutinda,Ind,Independent,IND,IND_NAM84_03,IND_NAM84_03
17,Makueni,84,Kilome,Nzambia,Thuddeus Kithua,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
17,Makueni,85,Kaiti,Kaloki,Kelvin Sila,Ind,Independent,IND,IND_NAM85_01,IND_NAM85_01
17,Makueni,85,Kaiti,Kimilu,Joshua Kivinda,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
17,Makueni,85,Kaiti,Kioko,Joseph,50,Muungano Party,MUUNGANO,MUUNGANO,50
17,Makueni,85,Kaiti,Maingi,Gabriel Musiu,1,National Rainbow Coalition-Kenya,NARC-KENYA,NARC-KENYA,1
17,Makueni,85,Kaiti,Makenga,Richard Katemi,21,Orange Democratic Movement,ODM,ODM,21
17,Makueni,85,Kaiti,Malokwe,Teresia Mbaika,15,United Democratic Alliance,UDA,UDA,15
17,Makueni,85,Kaiti,Mangeli,Antony Kyalo,40,The New Democrats,TND,TND,40
17,Makueni,85,Kaiti,Mbevi,Patrick Musyoki,67,Maendeleo Chap Chap Party,MCCP,MCCP,67
17,Makueni,85,Kaiti,Musau,Thomas Mutisya,Ind,Independent,IND,IND_NAM85_02,IND_NAM85_02
17,Makueni,85,Kaiti,Ndambuki,Benjamin Masila,Ind,Independent,IND,IND_NAM85_03,IND_NAM85_03
17,Makueni,85,Kaiti,Ndambuki,Gideon Musyoka,36,Chama Cha Uzalendo,CCU,CCU,36
17,Makueni,86,Makueni,Kiamba,Suzanne Ndunge,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
17,Makueni,86,Makueni,Kyungu,Stanley Musyoki,15,United Democratic Alliance,UDA,UDA,15
17,Makueni,86,Makueni,Musau,Fred Mutuku,Ind,Independent,IND,IND_NAM86_01,IND_NAM86_01
17,Makueni,86,Makueni,Mutuku,Daniel Kyatha,29,National Rainbow Coalition,NARC,NARC,29
17,Makueni,86,Makueni,Mutungi,Francis King'oo,Ind,Independent,IND,IND_NAM86_02,IND_NAM86_02
17,Makueni,86,Makueni,Nzeki,Daniel Muthenya,21,Orange Democratic Movement,ODM,ODM,21
17,Makueni,86,Makueni,Nzung'a,Lawrence Nthenge,50,Muungano Party,MUUNGANO,MUUNGANO,50
17,Makueni,87,Kibwezi West,Kisimbi,Juliana Mumo,13,Democratic Party Of Kenya,DP,DP,13
17,Makueni,87,Kibwezi West,Mbaluka,James Kimanthi,15,United Democratic Alliance,UDA,UDA,15
17,Makueni,87,Kibwezi West,Mutua,Constance Munanie,83,National Ordinary Peoples Empowerment Union,NOPEU,NOPEU,83
17,Makueni,87,Kibwezi West,Mutua,Seth Kakusye,21,Orange Democratic Movement,ODM,ODM,21
17,Makueni,87,Kibwezi West,Mutuse,Eckomas Mwengi,67,Maendeleo Chap Chap Party,MCCP,MCCP,67
17,Makueni,87,Kibwezi West,Ngomeli,Oscar Sila,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
17,Makueni,88,Kibwezi East,Malile,Willy Kioko,Ind,Independent,IND,IND_NAM88_01,IND_NAM88_01
17,Makueni,88,Kibwezi East,Mbalu,Jessica Nduku Kiko,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
17,Makueni,88,Kibwezi East,Mwilu,Nicholas Kitonga,50,Muungano Party,MUUNGANO,MUUNGANO,50
17,Makueni,88,Kibwezi East,Ngelu,Stephen Mutunga,67,Maendeleo Chap Chap Party,MCCP,MCCP,67
17,Makueni,88,Kibwezi East,Ngumbi,Amos Kyondu,15,United Democratic Alliance,UDA,UDA,15
18,Nyandarua,89,Kinangop,Gichinga,Peter Kinyanjui,Ind,Independent,IND,IND_NAM89_01,IND_NAM89_01
18,Nyandarua,89,Kinangop,Kimotho,Robert Macharia,13,Democratic Party Of Kenya,DP,DP,13
18,Nyandarua,89,Kinangop,Mugo,Amos Chege,15,United Democratic Alliance,UDA,UDA,15
18,Nyandarua,89,Kinangop,Ngugi,David Mwaniki,61,Ubuntu Peoples Forum,UPF,UPF,61
18,Nyandarua,89,Kinangop,Njoroge,Simon Kahigi,87,Chama Cha Kazi,KAZI,KAZI,87
18,Nyandarua,89,Kinangop,Ribathi,Paul Gichuke,1,National Rainbow Coalition-Kenya,NARC-KENYA,NARC-KENYA,1
18,Nyandarua,89,Kinangop,Thuku,Zachary Kwenya,27,Jubilee Party,JP,JP,27
18,Nyandarua,90,Kipipiri,Gichigi,Samuel Kamunye,Ind,Independent,IND,IND_NAM90_01,IND_NAM90_01
18,Nyandarua,90,Kipipiri,Gichuki,Zachariah Mwangi,Ind,Independent,IND,IND_NAM90_02,IND_NAM90_02
18,Nyandarua,90,Kipipiri,Kamau,John Njenga,Ind,Independent,IND,IND_NAM90_03,IND_NAM90_03
18,Nyandarua,90,Kipipiri,Kimani,David Kamau,88,Tujibebe Wakenya Party,JIBEBE,JIBEBE,88
18,Nyandarua,90,Kipipiri,Kimunya,Amos Muhinga,27,Jubilee Party,JP,JP,27
18,Nyandarua,90,Kipipiri,Kiore,John Njoroge,Ind,Independent,IND,IND_NAM90_04,IND_NAM90_04
18,Nyandarua,90,Kipipiri,Muhia,Wanjiku,15,United Democratic Alliance,UDA,UDA,15
18,Nyandarua,90,Kipipiri,Muriithi,Job Kiragu,82,The Service Party,TSP,TSP,82
18,Nyandarua,90,Kipipiri,Ngechu,Solomon Ndibui,Ind,Independent,IND,IND_NAM90_05,IND_NAM90_05
18,Nyandarua,90,Kipipiri,Njoroge,Raphael Njui,87,Chama Cha Kazi,KAZI,KAZI,87
18,Nyandarua,90,Kipipiri,Thiongo,Paul Kiama,34,Safina,SAFINA,SAFINA,34
18,Nyandarua,90,Kipipiri,Wambugu,Simon Njuguna,Ind,Independent,IND,IND_NAM90_06,IND_NAM90_06
18,Nyandarua,91,Ol Kalou,Githaiga,Peter Kimari,82,The Service Party,TSP,TSP,82
18,Nyandarua,91,Ol Kalou,Kiaraho,David Njuguna,27,Jubilee Party,JP,JP,27
18,Nyandarua,91,Ol Kalou,Macharia,Samuel Mwangi,Ind,Independent,IND,IND_NAM91_01,IND_NAM91_01
18,Nyandarua,91,Ol Kalou,Wachira,Geoffrey Githaiga,34,Safina,SAFINA,SAFINA,34
18,Nyandarua,91,Ol Kalou,Wambugu,Martin Ndirangu,Ind,Independent,IND,IND_NAM91_02,IND_NAM91_02
18,Nyandarua,91,Ol Kalou,Waweru,Sammy Douglas Kamau,15,United Democratic Alliance,UDA,UDA,15
18,Nyandarua,92,Ol Jorok,Kairu,Simon Maina,82,The Service Party,TSP,TSP,82
18,Nyandarua,92,Ol Jorok,Kiongera,Andrew Express Mungai,27,Jubilee Party,JP,JP,27
18,Nyandarua,92,Ol Jorok,Maina,Patrick Irungu,Ind,Independent,IND,IND_NAM92_01,IND_NAM92_01
18,Nyandarua,92,Ol Jorok,Muchira,Michael Mwangi,15,United Democratic Alliance,UDA,UDA,15
18,Nyandarua,92,Ol Jorok,Weru,Charles Gichuki,Ind,Independent,IND,IND_NAM92_02,IND_NAM92_02
18,Nyandarua,93,Ndaragwa,Gachagua,George N,15,United Democratic Alliance,UDA,UDA,15
18,Nyandarua,93,Ndaragwa,Gitonga,Julius Kamoni,Ind,Independent,IND,IND_NAM93_01,IND_NAM93_01
18,Nyandarua,93,Ndaragwa,Karanja,Charles Mwangi,80,Usawa Kwa Wote Party,USAWA,USAWA,80
18,Nyandarua,93,Ndaragwa,Kariuki,Joseph Karanja,Ind,Independent,IND,IND_NAM93_02,IND_NAM93_02
18,Nyandarua,93,Ndaragwa,Kioni,Jeremiah Ngayu,27,Jubilee Party,JP,JP,27
19,Nyeri,94,Tetu,Gachigi,Francis Mahuria,82,The Service Party,TSP,TSP,82
19,Nyeri,94,Tetu,Gitonga,Alex Gathii,40,The New Democrats,TND,TND,40
19,Nyeri,94,Tetu,Kamweru,Peter Wambugu,50,Muungano Party,MUUNGANO,MUUNGANO,50
19,Nyeri,94,Tetu,Kariuki,Edwin Wahome,Ind,Independent,IND,IND_NAM94_01,IND_NAM94_01
19,Nyeri,94,Tetu,Muthaka,Lucy Wanjiru,Ind,Independent,IND,IND_NAM94_02,IND_NAM94_02
19,Nyeri,94,Tetu,Mwangi,Geoffrey Wandeto,15,United Democratic Alliance,UDA,UDA,15
19,Nyeri,94,Tetu,Ngatia,Simon Wachira,87,Chama Cha Kazi,KAZI,KAZI,87
19,Nyeri,94,Tetu,Nyamwitha,Eustus Maina,80,Usawa Kwa Wote Party,USAWA,USAWA,80
19,Nyeri,94,Tetu,Wachira,Lutherking Githigaro,27,Jubilee Party,JP,JP,27
19,Nyeri,95,Kieni,Kanini Kega,James Mathenge,27,Jubilee Party,JP,JP,27
19,Nyeri,95,Kieni,Keen,Martin Wachira Maina,87,Chama Cha Kazi,KAZI,KAZI,87
19,Nyeri,95,Kieni,Kinyua,Jane Wairimu,80,Usawa Kwa Wote Party,USAWA,USAWA,80
19,Nyeri,95,Kieni,Maina,David Mwangi,Ind,Independent,IND,IND_NAM95_01,IND_NAM95_01
19,Nyeri,95,Kieni,Muchire,Stephene K,13,Democratic Party Of Kenya,DP,DP,13
19,Nyeri,95,Kieni,Wainaina,Anthony Njoroge,15,United Democratic Alliance,UDA,UDA,15
19,Nyeri,95,Kieni,Wanjau,Jackson Ngure,Ind,Independent,IND,IND_NAM95_02,IND_NAM95_02
19,Nyeri,96,Mathira,Gikandi,Stanley Waruru,1,National Rainbow Coalition-Kenya,NARC-KENYA,NARC-KENYA,1
19,Nyeri,96,Mathira,Kahugu,Eric Mwangi,15,United Democratic Alliance,UDA,UDA,15
19,Nyeri,96,Mathira,Kiragu,Nicholus Karweru,80,Usawa Kwa Wote Party,USAWA,USAWA,80
19,Nyeri,96,Mathira,Maranga,Phyllis Christabel Wambura,27,Jubilee Party,JP,JP,27
19,Nyeri,96,Mathira,Muriuki,Daniel Kiige,77,Justice And Freedom Party,JFP,JFP,77
19,Nyeri,96,Mathira,Thuku,Phenasio Wangombe,47,Farmers Party,FP,FP,47
19,Nyeri,97,Othaya,Kiragu,Joseph Maina,Ind,Independent,IND,IND_NAM97_01,IND_NAM97_01
19,Nyeri,97,Othaya,Maina,Patrick Ngunjiri,87,Chama Cha Kazi,KAZI,KAZI,87
19,Nyeri,97,Othaya,Muchiri,Lawrence Kagwi,Ind,Independent,IND,IND_NAM97_02,IND_NAM97_02
19,Nyeri,97,Othaya,Mugambi,James Gichuki,27,Jubilee Party,JP,JP,27
19,Nyeri,97,Othaya,Njima,Stephen Gakuna,80,Usawa Kwa Wote Party,USAWA,USAWA,80
19,Nyeri,97,Othaya,Wahome,Joseph Thuni,34,Safina,SAFINA,SAFINA,34
19,Nyeri,97,Othaya,Wainaina,Michael Wambugu,15,United Democratic Alliance,UDA,UDA,15
19,Nyeri,97,Othaya,Waititu,Kimengere David,Ind,Independent,IND,IND_NAM97_03,IND_NAM97_03
19,Nyeri,97,Othaya,Wangai,Eric Theuri,Ind,Independent,IND,IND_NAM97_04,IND_NAM97_04
19,Nyeri,97,Othaya,Wangari,John Kinyua,Ind,Independent,IND,IND_NAM97_05,IND_NAM97_05
19,Nyeri,98,Mukurweini,Gachuho,James Ndirangu,Ind,Independent,IND,IND_NAM98_01,IND_NAM98_01
19,Nyeri,98,Mukurweini,Gichohi,Kaguchia John Philip,15,United Democratic Alliance,UDA,UDA,15
19,Nyeri,98,Mukurweini,Githaiga,Denis Mwangi,40,The New Democrats,TND,TND,40
19,Nyeri,98,Mukurweini,Kiai,Anthony Githiaka,82,The Service Party,TSP,TSP,82
19,Nyeri,98,Mukurweini,Maiyani,Frank Njururi,23,Forum For Restoration Of Democracy-Kenya,FORD-KENYA,FORD-KENYA,23
19,Nyeri,98,Mukurweini,Muchemi,Kariuki,27,Jubilee Party,JP,JP,27
19,Nyeri,98,Mukurweini,Munyeri,Levi Kariuki,58,Republican Liberty Party,RLP,RLP,58
19,Nyeri,99,Nyeri Town,Githinji,Brian Mutembei,34,Safina,SAFINA,SAFINA,34
19,Nyeri,99,Nyeri Town,Kabuthu,Irene Wairimu,82,The Service Party,TSP,TSP,82
19,Nyeri,99,Nyeri Town,Kamau,Esther Wangari,Ind,Independent,IND,IND_NAM99_01,IND_NAM99_01
19,Nyeri,99,Nyeri Town,Kuria,Paul Nganga,Ind,Independent,IND,IND_NAM99_02,IND_NAM99_02
19,Nyeri,99,Nyeri Town,Mathenge,Duncan Maina,15,United Democratic Alliance,UDA,UDA,15
19,Nyeri,99,Nyeri Town,Mathenge,Peter Maina,Ind,Independent,IND,IND_NAM99_03,IND_NAM99_03
19,Nyeri,99,Nyeri Town,Nderi,Steve Maina,12,Wiper Democratic Movement- Kenya,WDM,WDM,12
19,Nyeri,99,Nyeri Town,Ndirangu,Erick Mburu,Ind,Independent,IND,IND_NAM99_04,IND_NAM99_04
19,Nyeri,99,Nyeri Town,Ndumia,Micheal Wahome,Ind,Independent,IND,IND_NAM99_05,IND_NAM99_05
19,Nyeri,99,Nyeri Town,Ndungu,Nicholas Wambugu,73,Alternative Leadership Party Of Kenya,ALPK,ALPK,73
19,Nyeri,99,Nyeri Town,Ngatia Minji Minji,Patrick Kiboi,Ind,Independent,IND,IND_NAM99_06,IND_NAM99_06
19,Nyeri,99,Nyeri Town,Njeri,Samuel Kinyua,1,National Rainbow Coalition-Kenya,NARC-KENYA,NARC-KENYA,1
19,Nyeri,99,Nyeri Town,Wambugu,Martin Deric Ngunjiri,27,Jubilee Party,JP,JP,27
19,Nyeri,99,Nyeri Town,Wanjohi,Washington Ndegea,40,The New Democrats,TND,TND,40
20,Kirinyaga,100,Mwea,Maina,Patrick Muriuki,Ind,Independent,IND,IND_NAM100_01,IND_NAM100_01
20,Kirinyaga,100,Mwea,Maingi,Mary,15,United Democratic Alliance,UDA,UDA,15
20,Kirinyaga,100,Mwea,Mbogo,Bonface James Gichobi,34,Safina,SAFINA,SAFINA,34
20,Kirinyaga,100,Mwea,Njuguna,Winnie Karimi,1,National Rainbow Coalition-Kenya,NARC-KENYA,NARC-KENYA,1
20,Kirinyaga,100,Mwea,Thuo,Joseph Nyaga,80,Usawa Kwa Wote Party,USAWA,USAWA,80
20,Kirinyaga,100,Mwea,Wachira,Josphat Kabinga,27,Jubilee Party,JP,JP,27
20,Kirinyaga,101,Gichugu,Barua,Ejidius Njogu,27,Jubilee Party,JP,JP,27
20,Kirinyaga,101,Gichugu,Gatumu,James Gachinga,1,National Rainbow Coalition-Kenya,NARC-KENYA,NARC-KENYA,1
20,Kirinyaga,101,Gichugu,Gichohi,John Kennedy,Ind,Independent,IND,IND_NAM101_01,IND_NAM101_01
20,Kirinyaga,101,Gichugu,Githinji,Robert Gichimu,15,United Democratic Alliance,UDA,UDA,15
20,Kirinyaga,101,Gichugu,Gitonga,Nathan Muchiri,8,Devolution Empowerment Party,DEP,DEP,8
20,Kirinyaga,101,Gichugu,Makanga,Njage,Ind,Independent,IND,IND_NAM101_02,IND_NAM101_02
20,Kirinyaga,101,Gichugu,Muchira,Peterson Njomo,Ind,Independent,IND,IND_NAM101_03,IND_NAM101_03
20,Kirinyaga,101,Gichugu,Munyi,Justus Munene,Ind,Independent,IND,IND_NAM101_04,IND_NAM101_04
20,Kirinyaga,101,Gichugu,Mureithi,Clement Munyua,Ind,Independent,IND,IND_NAM101_05,IND_NAM101_05
20,Kirinyaga,101,Gichugu,Ndwiga,Peterson Kariuki,80,Usawa Kwa Wote Party,USAWA,USAWA,80
20,Kirinyaga,102,Ndia,Gikungi,Elephas Kangangi,27,Jubilee Party,JP,JP,27
20,Kirinyaga,102,Ndia,Gitari,Michael Maringa,Ind,Independent,IND,IND_NAM102_01,IND_NAM102_01
20,Kirinyaga,102,Ndia,Gk,George Macharia Kariuki,15,United Democratic Alliance,UDA,UDA,15
20,Kirinyaga,102,Ndia,Muchoki,Jedida Waguthii,79,United Green Movement,UGM,UGM,79
20,Kirinyaga,102,Ndia,Ngare,Stephen Muriuki,Ind,Independent,IND,IND_NAM102_02,IND_NAM102_02
20,Kirinyaga,102,Ndia,Wanjiru,Evalyn Mumbi,82,The Service Party,TSP,TSP,82
20,Kirinyaga,102,Ndia,Wasusana Jr,Mark Mithamo,87,Chama Cha Kazi,KAZI,KAZI,87
20,Kirinyaga,103,Kirinyaga Central,Gitari,Joseph Gachoki,15,United Democratic Alliance,UDA,UDA,15
20,Kirinyaga,103,Kirinyaga Central,Maina,Finney Wango'mbe,Ind,Independent,IND,IND_NAM103_01,IND_NAM103_01
20,Kirinyaga,103,Kirinyaga Central,Ndungu,Denis Gichangi,13,Democratic Party Of Kenya,DP,DP,13
20,Kirinyaga,103,Kirinyaga Central,Wambugu,John Munene,27,Jubilee Party,JP,JP,27
21,Murang'a,104,Kangema,Chege,Juliah Nyokabi,13,Democratic Party Of Kenya,DP,DP,13
21,Murang'a,104,Kangema,Kamau,Milkah Wanjiku,Ind,Independent,IND,IND_NAM104_01,IND_NAM104_01
21,Murang'a,104,Kangema,Karema,Simon Kuria,82,The Service Party,TSP,TSP,82
21,Murang'a,104,Kangema,Kihungi,Peter Irungu,15,United Democratic Alliance,UDA,UDA,15
21,Murang'a,104,Kangema,Maina,George Kibuku,27,Jubilee Party,JP,JP,27
21,Murang'a,104,Kangema,Maina,Martin Mugo,67,Maendeleo Chap Chap Party,MCCP,MCCP,67
